date,cities,population,nb_bikes,Nb_User,Broken_Bikes,Nb_Trips,Nb_Km
2020-01-05,Rennes,215000.0,100.0,3881.0,10.970843539995256,13593.0,38991.15717958365
2020-01-05,Nantes,300000.0,150.0,7268.0,7.76250029396594,22714.0,8931.32616846801
2020-01-05,Berlin,3600000.0,150.0,12426.0,2.986447769200897,66220.0,137288.5508110257
2020-01-06,Lyon,500000.0,400.0,2186.0,35.67656681417156,5207.0,5264.078862613733
2020-01-06,Paris,2100000.0,200.0,3154.0,14.817584213932648,6668.0,7709.7001288202755
2020-01-06,Rennes,215000.0,100.0,3882.0,10.965362577031685,13373.0,39498.34677704514
2020-01-06,Nantes,300000.0,150.0,7271.0,7.761816465404592,21849.0,8879.030185816318
2020-01-06,Berlin,3600000.0,150.0,12438.0,2.97748991271655,63791.0,141149.45557565428
2020-01-07,Lyon,500000.0,400.0,2205.0,35.6044672968122,5350.0,6470.757766729623
2020-01-07,Paris,2100000.0,200.0,3156.0,14.814950116938988,7352.0,7963.623054954856
2020-01-07,Rennes,215000.0,100.0,3887.0,10.963929476846427,14248.0,35003.546235674505
2020-01-07,Nantes,300000.0,150.0,7273.0,7.76127494397896,27638.0,13210.454661642802
2020-01-07,Berlin,3600000.0,150.0,12439.0,2.9764116560506704,73831.0,162374.31730593136
2020-01-08,Lyon,500000.0,400.0,2208.0,35.42536206977297,5645.0,6949.027689048028
2020-01-08,Paris,2100000.0,200.0,3156.0,14.80953490943615,7213.0,8170.33100044558
2020-01-08,Rennes,215000.0,100.0,3891.0,10.952367905407836,12111.0,29097.6226275797
2020-01-08,Nantes,300000.0,150.0,7294.0,7.761241478793767,28790.0,12442.190366650768
2020-01-08,Berlin,3600000.0,150.0,12446.0,2.969588183821857,65296.0,150772.2735083817
2020-01-09,Lyon,500000.0,400.0,2214.0,35.424688663425,5521.0,5960.244687170516
2020-01-09,Paris,2100000.0,200.0,3158.0,14.809366093493793,6807.0,6982.192449070262
2020-01-09,Rennes,215000.0,100.0,3892.0,10.952105416659432,15536.0,37910.81141067752
2020-01-09,Nantes,300000.0,150.0,7323.0,7.758878058475758,27997.0,6055.031493096183
2020-01-09,Berlin,3600000.0,150.0,12454.0,2.9679881893144655,70870.0,153263.95269680754
2020-01-10,Lyon,500000.0,400.0,2217.0,35.367375212710314,6539.0,8058.962849012192
2020-01-10,Paris,2100000.0,200.0,3158.0,14.785014067150787,6540.0,7007.3817623848045
2020-01-10,Rennes,215000.0,100.0,3894.0,10.94858346076126,13966.0,28586.844591045887
2020-01-10,Nantes,300000.0,150.0,7365.0,7.75583454031244,23991.0,6940.840275734933
2020-01-10,Berlin,3600000.0,150.0,12459.0,2.965807017880045,62423.0,125040.13732715038
2020-01-11,Lyon,500000.0,400.0,2223.0,35.227037509725434,4762.0,5819.442201703072
2020-01-11,Paris,2100000.0,200.0,3161.0,14.774764473090363,7271.0,10372.956609386536
2020-01-11,Rennes,215000.0,100.0,3896.0,10.943616515793973,13706.0,34737.79234773968
2020-01-11,Nantes,300000.0,150.0,7373.0,7.741550325695113,26857.0,10593.196000499815
2020-01-11,Berlin,3600000.0,150.0,12466.0,2.9657575124854763,70056.0,152589.25028199825
2020-01-12,Lyon,500000.0,400.0,2224.0,35.18479804174212,6364.0,8962.220783336965
2020-01-12,Paris,2100000.0,200.0,3162.0,14.732869628152821,8262.0,11977.959333438857
2020-01-12,Rennes,215000.0,100.0,3897.0,10.941976352256779,14741.0,35350.64078759615
2020-01-12,Nantes,300000.0,150.0,7411.0,7.7373406909129345,24342.0,6446.792533735886
2020-01-12,Berlin,3600000.0,150.0,12469.0,2.962558878603826,63329.0,141866.76821816075
2020-01-13,Lyon,500000.0,400.0,2235.0,35.125573008990706,4915.0,6231.9303628074085
2020-01-13,Paris,2100000.0,200.0,3163.0,14.701287422328495,6816.0,10020.460065395648
2020-01-13,Rennes,215000.0,100.0,3898.0,10.932715501121642,13958.0,36176.63787308639
2020-01-13,Nantes,300000.0,150.0,7421.0,7.728307045457025,24448.0,11540.958479235356
2020-01-13,Berlin,3600000.0,150.0,12499.0,2.9574942171091703,63571.0,136497.96763451074
2020-01-14,Lyon,500000.0,400.0,2237.0,35.008843057646345,4479.0,4681.250114066861
2020-01-14,Paris,2100000.0,200.0,3163.0,14.690774644146835,8108.0,10899.54883764554
2020-01-14,Rennes,215000.0,100.0,3899.0,10.922263942287621,15518.0,39157.01486444991
2020-01-14,Nantes,300000.0,150.0,7428.0,7.720461592203094,22983.0,10217.211962995032
2020-01-14,Berlin,3600000.0,150.0,12516.0,2.951503366325775,69945.0,144006.6585335802
2020-01-15,Lyon,500000.0,400.0,2238.0,34.969542241454675,5234.0,7531.099419650614
2020-01-15,Paris,2100000.0,200.0,3165.0,14.64926718302413,8655.0,11958.6779783192
2020-01-15,Rennes,215000.0,100.0,3901.0,10.919966186670973,13025.0,27485.164502757238
2020-01-15,Nantes,300000.0,150.0,7436.0,7.714389342095131,24667.0,8177.664860023146
2020-01-15,Berlin,3600000.0,150.0,12516.0,2.946116366285863,73535.0,157885.72559456367
2020-01-16,Lyon,500000.0,400.0,2246.0,34.95656642771969,5861.0,8764.975607440338
2020-01-16,Paris,2100000.0,200.0,3166.0,14.63432309326344,6768.0,7246.720921319587
2020-01-16,Rennes,215000.0,100.0,3903.0,10.903532111559695,13851.0,38005.27939777837
2020-01-16,Nantes,300000.0,150.0,7441.0,7.696710007317373,23738.0,5474.32698871312
2020-01-16,Berlin,3600000.0,150.0,12520.0,2.9394104253330227,72464.0,151388.52484696757
2020-01-17,Lyon,500000.0,400.0,2247.0,34.867530084191586,5012.0,7270.812822442982
2020-01-17,Paris,2100000.0,200.0,3168.0,14.618151847299389,8639.0,8692.96430931956
2020-01-17,Rennes,215000.0,100.0,3904.0,10.893329715699721,13082.0,35656.18883936393
2020-01-17,Nantes,300000.0,150.0,7443.0,7.695251376583588,28304.0,5864.514876974478
2020-01-17,Berlin,3600000.0,150.0,12521.0,2.9392214841866893,72286.0,174603.33924112856
2020-01-18,Lyon,500000.0,400.0,2247.0,34.83012576787767,5765.0,6652.259964577908
2020-01-18,Paris,2100000.0,200.0,3168.0,14.611887842359472,8996.0,13431.031857118609
2020-01-18,Rennes,215000.0,100.0,3904.0,10.891292389344128,14568.0,34226.34936074931
2020-01-18,Nantes,300000.0,150.0,7445.0,7.694789476669971,23800.0,8097.0232102318805
2020-01-18,Berlin,3600000.0,150.0,12526.0,2.9348853556939893,67411.0,167716.62228438328
2020-01-19,Lyon,500000.0,400.0,2255.0,34.743704265650464,6045.0,6942.445089732062
2020-01-19,Paris,2100000.0,200.0,3168.0,14.61068909305737,6886.0,8818.731883338409
2020-01-19,Rennes,215000.0,100.0,3907.0,10.884713015873043,13029.0,33837.57474020891
2020-01-19,Nantes,300000.0,150.0,7465.0,7.694394825416602,24834.0,11304.446944433763
2020-01-19,Berlin,3600000.0,150.0,12541.0,2.930660366711494,73838.0,174377.1925827218
2020-01-20,Lyon,500000.0,400.0,2260.0,34.704618805225834,5526.0,7551.908375636819
2020-01-20,Paris,2100000.0,200.0,3170.0,14.605763827165154,7162.0,9019.674602106044
2020-01-20,Rennes,215000.0,100.0,3909.0,10.881370576755515,14855.0,40926.1636620709
2020-01-20,Nantes,300000.0,150.0,7479.0,7.691795589708318,27631.0,7219.89085660773
2020-01-20,Berlin,3600000.0,150.0,12544.0,2.927809860794455,66663.0,138659.22012714675
2020-01-21,Lyon,500000.0,400.0,2264.0,34.680982201484504,6630.0,6675.785814748258
2020-01-21,Paris,2100000.0,200.0,3174.0,14.591404113580026,8104.0,8207.790024213216
2020-01-21,Rennes,215000.0,100.0,3911.0,10.877644607965975,12006.0,31969.939169509078
2020-01-21,Nantes,300000.0,150.0,7497.0,7.6792301266122625,28074.0,11338.381699599056
2020-01-21,Berlin,3600000.0,150.0,12548.0,2.924323303784699,66415.0,143802.42363197514
2020-01-22,Lyon,500000.0,400.0,2280.0,34.67378674451257,5479.0,7842.82967224423
2020-01-22,Paris,2100000.0,200.0,3176.0,14.579559160194634,9447.0,10299.459000334607
2020-01-22,Rennes,215000.0,100.0,3912.0,10.877228946125868,12317.0,27833.75535634685
2020-01-22,Nantes,300000.0,150.0,7503.0,7.674579403467952,28856.0,8145.449594650837
2020-01-22,Berlin,3600000.0,150.0,12563.0,2.9159213398746253,71869.0,178335.55080597583
2020-01-23,Lyon,500000.0,400.0,2285.0,34.642840847954474,6458.0,6829.28455370506
2020-01-23,Paris,2100000.0,200.0,3179.0,14.57508031431904,7885.0,8598.656751101757
2020-01-23,Rennes,215000.0,100.0,3912.0,10.876769661043827,12140.0,27147.61092331806
2020-01-23,Nantes,300000.0,150.0,7550.0,7.67309600696195,23776.0,8970.42816185355
2020-01-23,Berlin,3600000.0,150.0,12599.0,2.915510588877982,64210.0,129873.0794714531
2020-01-24,Lyon,500000.0,400.0,2289.0,34.64220325276894,5823.0,7733.140718100543
2020-01-24,Paris,2100000.0,200.0,3182.0,14.565500881855929,6443.0,7924.740736245543
2020-01-24,Rennes,215000.0,100.0,3915.0,10.871802494427959,14644.0,31721.436267317178
2020-01-24,Nantes,300000.0,150.0,7589.0,7.672094798216991,28228.0,9755.168845476353
2020-01-24,Berlin,3600000.0,150.0,12602.0,2.9038764839006106,70450.0,144915.12519046047
2020-01-25,Lyon,500000.0,400.0,2299.0,34.61748422861675,6509.0,6842.005982724406
2020-01-25,Paris,2100000.0,200.0,3190.0,14.562386664950893,7093.0,9165.20714344748
2020-01-25,Rennes,215000.0,100.0,3917.0,10.846512496916686,12988.0,27776.62045385889
2020-01-25,Nantes,300000.0,150.0,7612.0,7.670778386205489,29873.0,10877.600138500224
2020-01-25,Berlin,3600000.0,150.0,12602.0,2.9029630993719797,68033.0,137316.87782322135
2020-01-26,Lyon,500000.0,400.0,2309.0,34.57477204484546,5882.0,8140.253552430891
2020-01-26,Paris,2100000.0,200.0,3190.0,14.552749796706346,9468.0,11871.448969335905
2020-01-26,Rennes,215000.0,100.0,3920.0,10.812591494905867,13421.0,38088.67159230217
2020-01-26,Nantes,300000.0,150.0,7620.0,7.6694363344794,28263.0,6338.3524638007475
2020-01-26,Berlin,3600000.0,150.0,12630.0,2.8869732391098597,72555.0,148554.01857109962
2020-01-27,Lyon,500000.0,400.0,2309.0,34.53532619763084,6767.0,7626.460545099092
2020-01-27,Paris,2100000.0,200.0,3191.0,14.550496095328082,7675.0,7785.709420773827
2020-01-27,Rennes,215000.0,100.0,3922.0,10.809154678640274,13928.0,37576.31289776672
2020-01-27,Nantes,300000.0,150.0,7638.0,7.668498106912623,24945.0,9145.967858118765
2020-01-27,Berlin,3600000.0,150.0,12631.0,2.8828268674605644,68110.0,160791.66810749995
2020-01-28,Lyon,500000.0,400.0,2310.0,34.524942493044016,4708.0,6829.780554026343
2020-01-28,Paris,2100000.0,200.0,3191.0,14.542629008206813,7606.0,10258.309053549709
2020-01-28,Rennes,215000.0,100.0,3924.0,10.805800773992464,15263.0,37794.3053778487
2020-01-28,Nantes,300000.0,150.0,7645.0,7.657130324261603,25085.0,8216.492018942528
2020-01-28,Berlin,3600000.0,150.0,12642.0,2.8807571971969255,70454.0,162855.9649239269
2020-01-29,Lyon,500000.0,400.0,2312.0,34.49993019574256,6563.0,8027.703245282424
2020-01-29,Paris,2100000.0,200.0,3197.0,14.538094626663469,9507.0,11100.161596857735
2020-01-29,Rennes,215000.0,100.0,3930.0,10.804323004058357,15102.0,42682.189084658465
2020-01-29,Nantes,300000.0,150.0,7649.0,7.654845205105043,28457.0,12615.016176009409
2020-01-29,Berlin,3600000.0,150.0,12648.0,2.8758648902639004,63447.0,154636.37885993347
2020-01-30,Lyon,500000.0,400.0,2325.0,34.37047099508007,6768.0,9791.342978132914
2020-01-30,Paris,2100000.0,200.0,3200.0,14.527608534684118,6895.0,9162.637955152402
2020-01-30,Rennes,215000.0,100.0,3931.0,10.770568223987329,14125.0,37603.77078496646
2020-01-30,Nantes,300000.0,150.0,7693.0,7.646183151414679,28464.0,6428.518230095577
2020-01-30,Berlin,3600000.0,150.0,12655.0,2.8742311363565425,63790.0,143546.23730658425
2020-01-31,Lyon,500000.0,400.0,2333.0,34.33872117628704,4865.0,5942.686210948393
2020-01-31,Paris,2100000.0,200.0,3201.0,14.512017042849234,8313.0,10545.506913945479
2020-01-31,Rennes,215000.0,100.0,3932.0,10.768545013367856,12208.0,28329.0786439694
2020-01-31,Nantes,300000.0,150.0,7736.0,7.642413492060364,27728.0,13773.531369339911
2020-01-31,Berlin,3600000.0,150.0,12656.0,2.8732028165799988,68818.0,148770.10696219665
2020-02-01,Lyon,500000.0,400.0,2334.0,34.02044517018359,4785.0,6195.80139852203
2020-02-01,Paris,2100000.0,200.0,3206.0,14.4880271454984,9069.0,12358.419314167499
2020-02-01,Rennes,215000.0,100.0,3935.0,10.763898048345622,14069.0,35094.92044162382
2020-02-01,Nantes,300000.0,150.0,7747.0,7.641900662598719,25596.0,5293.2352633104965
2020-02-01,Berlin,3600000.0,150.0,12660.0,2.871671481827075,74664.0,158271.3709727467
2020-02-02,Lyon,500000.0,400.0,2341.0,33.38249093018945,6751.0,9536.13687418732
2020-02-02,Paris,2100000.0,200.0,3208.0,14.48127288140072,8297.0,8567.122100087507
2020-02-02,Rennes,215000.0,100.0,3937.0,10.755630836171038,12868.0,29387.635159875066
2020-02-02,Nantes,300000.0,150.0,7753.0,7.635916987890618,29759.0,13439.855302036343
2020-02-02,Berlin,3600000.0,150.0,12673.0,2.8692554363674914,66125.0,152234.24881479415
2020-02-03,Lyon,500000.0,400.0,2351.0,33.365941509806156,5416.0,7957.826348639363
2020-02-03,Paris,2100000.0,200.0,3209.0,14.476011169814646,8254.0,9371.464391345475
2020-02-03,Rennes,215000.0,100.0,3937.0,10.75425449805132,12576.0,30112.513481480004
2020-02-03,Nantes,300000.0,150.0,7765.0,7.633945190696123,23344.0,5707.091979951187
2020-02-03,Berlin,3600000.0,150.0,12685.0,2.8648612201655923,66368.0,138946.33715434317
2020-02-04,Lyon,500000.0,400.0,2353.0,33.225049416472054,6713.0,9329.354831156299
2020-02-04,Paris,2100000.0,200.0,3209.0,14.474696982434814,8090.0,9409.830416204068
2020-02-04,Rennes,215000.0,100.0,3937.0,10.750419297236881,14543.0,38262.37912151293
2020-02-04,Nantes,300000.0,150.0,7780.0,7.630373786861888,26271.0,11978.241088440907
2020-02-04,Berlin,3600000.0,150.0,12685.0,2.8632110097061068,74090.0,174391.36974584643
2020-02-05,Lyon,500000.0,400.0,2355.0,33.09050482278034,4929.0,5199.218981427921
2020-02-05,Paris,2100000.0,200.0,3210.0,14.463987107565067,7614.0,10233.49925420919
2020-02-05,Rennes,215000.0,100.0,3938.0,10.748853434538846,15598.0,33616.90683812675
2020-02-05,Nantes,300000.0,150.0,7787.0,7.6296249361748885,27485.0,6519.712791355943
2020-02-05,Berlin,3600000.0,150.0,12697.0,2.8610111348783502,73418.0,167852.08102239188
2020-02-06,Lyon,500000.0,400.0,2365.0,32.8315774939156,5625.0,5823.000323739911
2020-02-06,Paris,2100000.0,200.0,3210.0,14.458024695900349,7787.0,10204.854495105863
2020-02-06,Rennes,215000.0,100.0,3939.0,10.72233434484724,13368.0,27618.522991676396
2020-02-06,Nantes,300000.0,150.0,7794.0,7.629377773685589,24457.0,6754.239887042689
2020-02-06,Berlin,3600000.0,150.0,12700.0,2.8592552479100375,72596.0,173422.6856154591
2020-02-07,Lyon,500000.0,400.0,2371.0,32.80195387837953,6519.0,9321.39196729154
2020-02-07,Paris,2100000.0,200.0,3211.0,14.443417148088454,7356.0,7738.5622725409885
2020-02-07,Rennes,215000.0,100.0,3940.0,10.719532364396198,12783.0,32485.5161489181
2020-02-07,Nantes,300000.0,150.0,7824.0,7.627004519714353,27869.0,9805.365928984396
2020-02-07,Berlin,3600000.0,150.0,12700.0,2.847613685481968,66064.0,133764.95428253376
2020-02-08,Lyon,500000.0,400.0,2377.0,32.76625991897873,5325.0,7104.083272433592
2020-02-08,Paris,2100000.0,200.0,3222.0,14.424598430859449,9312.0,12467.802006345126
2020-02-08,Rennes,215000.0,100.0,3941.0,10.718224362493922,11897.0,29305.92255700088
2020-02-08,Nantes,300000.0,150.0,7824.0,7.624803882048719,29699.0,9618.655617530887
2020-02-08,Berlin,3600000.0,150.0,12706.0,2.845994831107322,73527.0,168202.80198753354
2020-02-09,Lyon,500000.0,400.0,2381.0,32.61549234990042,6456.0,7247.536694093744
2020-02-09,Paris,2100000.0,200.0,3225.0,14.402142343491318,8828.0,10868.87768377459
2020-02-09,Rennes,215000.0,100.0,3949.0,10.717055617608432,15574.0,44941.794437134085
2020-02-09,Nantes,300000.0,150.0,7829.0,7.622521157711411,28569.0,8283.148352490107
2020-02-09,Berlin,3600000.0,150.0,12710.0,2.8376991653026282,69202.0,143065.1706425296
2020-02-10,Lyon,500000.0,400.0,2381.0,32.54259569933916,6479.0,7567.2401163488685
2020-02-10,Paris,2100000.0,200.0,3226.0,14.392887520649815,8940.0,12569.20127555397
2020-02-10,Rennes,215000.0,100.0,3950.0,10.710558798263259,12304.0,35872.950184686255
2020-02-10,Nantes,300000.0,150.0,7869.0,7.6184285999394294,25996.0,12115.57362864518
2020-02-10,Berlin,3600000.0,150.0,12713.0,2.825432874489941,72784.0,153738.13336584752
2020-02-11,Lyon,500000.0,400.0,2389.0,32.43230710510517,6189.0,9060.22618227432
2020-02-11,Paris,2100000.0,200.0,3226.0,14.365897224915548,6991.0,7653.342704360822
2020-02-11,Rennes,215000.0,100.0,3951.0,10.696175293305386,15342.0,32930.98337707846
2020-02-11,Nantes,300000.0,150.0,7875.0,7.615026190249447,27309.0,6485.473248503149
2020-02-11,Berlin,3600000.0,150.0,12714.0,2.817891036145129,72814.0,163986.36766569095
2020-02-12,Lyon,500000.0,400.0,2396.0,32.342873303855,4965.0,5762.292991147955
2020-02-12,Paris,2100000.0,200.0,3228.0,14.347496290033668,8823.0,9993.591004663464
2020-02-12,Rennes,215000.0,100.0,3951.0,10.696135045702414,15713.0,37850.646805817356
2020-02-12,Nantes,300000.0,150.0,7878.0,7.6110962676752605,29512.0,14052.729470358925
2020-02-12,Berlin,3600000.0,150.0,12720.0,2.8172322728680284,66032.0,144318.5672551646
2020-02-13,Lyon,500000.0,400.0,2403.0,32.29744159328381,6326.0,9447.301970278526
2020-02-13,Paris,2100000.0,200.0,3229.0,14.343422238319842,7026.0,8441.462720096377
2020-02-13,Rennes,215000.0,100.0,3953.0,10.687839032347497,14727.0,32751.863904942875
2020-02-13,Nantes,300000.0,150.0,7903.0,7.605444058225716,25191.0,7199.764797544735
2020-02-13,Berlin,3600000.0,150.0,12722.0,2.807286709666302,64233.0,141385.05949882985
2020-02-14,Lyon,500000.0,400.0,2405.0,32.12174647547201,7196.0,7988.090200858273
2020-02-14,Paris,2100000.0,200.0,3230.0,14.326958102779482,9014.0,12289.843208167771
2020-02-14,Rennes,215000.0,100.0,3954.0,10.676358764856522,12859.0,33652.11272223284
2020-02-14,Nantes,300000.0,150.0,7931.0,7.604098060149288,28194.0,8668.14754628767
2020-02-14,Berlin,3600000.0,150.0,12725.0,2.806507402887544,76124.0,184879.94216133462
2020-02-15,Lyon,500000.0,400.0,2406.0,32.09298940291105,5997.0,6533.880936932828
2020-02-15,Paris,2100000.0,200.0,3231.0,14.324636345181995,8222.0,8563.804375816419
2020-02-15,Rennes,215000.0,100.0,3955.0,10.667013907918733,15113.0,30712.826988221314
2020-02-15,Nantes,300000.0,150.0,7933.0,7.591519323959255,24804.0,11967.431316716658
2020-02-15,Berlin,3600000.0,150.0,12731.0,2.803899506991776,66910.0,145973.96323434642
2020-02-16,Lyon,500000.0,400.0,2408.0,32.00125505519971,4955.0,6880.789747486901
2020-02-16,Paris,2100000.0,200.0,3232.0,14.322902905434098,6681.0,9109.974005885844
2020-02-16,Rennes,215000.0,100.0,3956.0,10.66672999044748,14823.0,43792.97389717559
2020-02-16,Nantes,300000.0,150.0,7952.0,7.586816731167277,26862.0,11448.20595360337
2020-02-16,Berlin,3600000.0,150.0,12731.0,2.7946183708664982,68100.0,136571.0888734881
2020-02-17,Lyon,500000.0,400.0,2410.0,31.917344456420345,5466.0,6594.008153362824
2020-02-17,Paris,2100000.0,200.0,3232.0,14.32066018176089,8867.0,9889.914642536236
2020-02-17,Rennes,215000.0,100.0,3961.0,10.662209354558545,14836.0,38686.79034537907
2020-02-17,Nantes,300000.0,150.0,8013.0,7.585289641047449,24943.0,6904.547301937688
2020-02-17,Berlin,3600000.0,150.0,12742.0,2.786254074233001,71590.0,145659.4282373827
2020-02-18,Lyon,500000.0,400.0,2410.0,31.882334141554374,6974.0,10017.013956147446
2020-02-18,Paris,2100000.0,200.0,3235.0,14.285563543396266,9125.0,9745.404718541038
2020-02-18,Rennes,215000.0,100.0,3966.0,10.649230365625085,11930.0,26120.111328477793
2020-02-18,Nantes,300000.0,150.0,8040.0,7.583629179503759,27437.0,6252.421655820057
2020-02-18,Berlin,3600000.0,150.0,12747.0,2.783382779956467,73652.0,171825.44123155685
2020-02-19,Lyon,500000.0,400.0,2411.0,31.856654287207476,7077.0,8517.254316403223
2020-02-19,Paris,2100000.0,200.0,3235.0,14.274914009853378,8428.0,11445.635817338882
2020-02-19,Rennes,215000.0,100.0,3968.0,10.643431593062807,15145.0,32560.536553329344
2020-02-19,Nantes,300000.0,150.0,8041.0,7.572245581482121,26394.0,5662.654065905571
2020-02-19,Berlin,3600000.0,150.0,12753.0,2.775081405844779,70805.0,171694.22700630408
2020-02-20,Lyon,500000.0,400.0,2440.0,31.848638453957342,6356.0,9478.765703133262
2020-02-20,Paris,2100000.0,200.0,3237.0,14.266190645397945,8068.0,10968.764577200458
2020-02-20,Rennes,215000.0,100.0,3970.0,10.638672216478554,13571.0,32349.60313384535
2020-02-20,Nantes,300000.0,150.0,8066.0,7.563787015956094,28821.0,5965.36474741597
2020-02-20,Berlin,3600000.0,150.0,12772.0,2.7710931303120896,76553.0,164931.47459700113
2020-02-21,Lyon,500000.0,400.0,2447.0,31.749193408753012,5065.0,5249.547999825774
2020-02-21,Paris,2100000.0,200.0,3238.0,14.26478070337969,9448.0,10961.610370410304
2020-02-21,Rennes,215000.0,100.0,3974.0,10.635364193420468,14621.0,39751.030324306295
2020-02-21,Nantes,300000.0,150.0,8078.0,7.561199319995669,31248.0,6995.6711486449285
2020-02-21,Berlin,3600000.0,150.0,12778.0,2.77058025115023,74546.0,178897.73720272564
2020-02-22,Lyon,500000.0,400.0,2454.0,31.658619893900703,7342.0,10193.527877813061
2020-02-22,Paris,2100000.0,200.0,3239.0,14.233459089525246,8628.0,12832.484918241056
2020-02-22,Rennes,215000.0,100.0,3978.0,10.630159272642082,14716.0,31968.17916556903
2020-02-22,Nantes,300000.0,150.0,8142.0,7.556486239297923,29746.0,13829.2595216677
2020-02-22,Berlin,3600000.0,150.0,12826.0,2.767912444128892,74872.0,159372.90940526006
2020-02-23,Lyon,500000.0,400.0,2455.0,31.507014708081847,5184.0,6786.113606304318
2020-02-23,Paris,2100000.0,200.0,3239.0,14.225552141023385,8301.0,9310.592775066652
2020-02-23,Rennes,215000.0,100.0,3985.0,10.629388192012453,15074.0,37321.07965557843
2020-02-23,Nantes,300000.0,150.0,8143.0,7.539833555570317,30011.0,11214.594965256772
2020-02-23,Berlin,3600000.0,150.0,12832.0,2.764178334484216,74667.0,167083.22339058397
2020-02-24,Lyon,500000.0,400.0,2457.0,31.374056789332247,5647.0,8033.121862573136
2020-02-24,Paris,2100000.0,200.0,3241.0,14.20530941295291,8442.0,8442.016579042214
2020-02-24,Rennes,215000.0,100.0,3985.0,10.626514770576629,15092.0,44953.389621605165
2020-02-24,Nantes,300000.0,150.0,8152.0,7.532090905235985,28216.0,13424.67751465268
2020-02-24,Berlin,3600000.0,150.0,12838.0,2.7582378933391,76599.0,161729.14789469744
2020-02-25,Lyon,500000.0,400.0,2459.0,31.3558270277346,6550.0,9337.985891369946
2020-02-25,Paris,2100000.0,200.0,3242.0,14.194624693963197,8257.0,9945.896938444354
2020-02-25,Rennes,215000.0,100.0,3985.0,10.62445543343695,15541.0,32195.246499545116
2020-02-25,Nantes,300000.0,150.0,8160.0,7.526614726457588,32470.0,8041.19532841496
2020-02-25,Berlin,3600000.0,150.0,12843.0,2.748912188678356,67582.0,149133.47215858812
2020-02-26,Lyon,500000.0,400.0,2464.0,31.344905106885037,7117.0,7751.243927083369
2020-02-26,Paris,2100000.0,200.0,3243.0,14.186545889741279,7501.0,10846.13309556586
2020-02-26,Rennes,215000.0,100.0,3986.0,10.621949580618374,14120.0,30186.794466422703
2020-02-26,Nantes,300000.0,150.0,8172.0,7.511899609670996,26605.0,5767.886564053443
2020-02-26,Berlin,3600000.0,150.0,12846.0,2.7488809482704575,68436.0,166999.59611845296
2020-02-27,Lyon,500000.0,400.0,2467.0,31.14010133038357,6499.0,8443.64984204038
2020-02-27,Paris,2100000.0,200.0,3243.0,14.134054219752993,7625.0,8708.852220708586
2020-02-27,Rennes,215000.0,100.0,3987.0,10.613852536337614,13902.0,39978.369675563044
2020-02-27,Nantes,300000.0,150.0,8178.0,7.510339794424856,29954.0,13584.16153045291
2020-02-27,Berlin,3600000.0,150.0,12848.0,2.748517504358911,68687.0,146431.37549304267
2020-02-28,Lyon,500000.0,400.0,2474.0,30.999293568805044,6069.0,7131.515199245487
2020-02-28,Paris,2100000.0,200.0,3245.0,14.1095583885337,6926.0,7223.240517625197
2020-02-28,Rennes,215000.0,100.0,3988.0,10.613076412321073,15940.0,39039.72929030965
